timestamp,temperature_C,pressure_kPa,humidity_percent,air_quality_index
2025-05-08T17:09:23.249759,26.34,101.12,56,58
2025-05-08T17:09:28.255060,27.4,113.47,44,82
2025-05-08T17:09:34.978703,27.34,108.12,59,59
2025-05-08T17:09:39.984301,26.79,106.75,59,78
2025-05-08T17:09:44.991188,20.26,115.49,59,67
2025-05-08T17:09:49.996896,21.13,119.46,56,61
2025-05-08T17:09:55.003561,27.31,103.78,42,93
2025-05-08T17:10:00.009602,24.37,117.62,41,77
2025-05-08T17:10:06.795143,28.23,108.53,49,89
2025-05-08T17:10:11.801407,23.81,107.2,42,68
2025-05-08T17:10:16.807983,25,100.63,45,91
2025-05-08T17:10:21.814076,20.18,100.98,50,98
2025-05-08T17:10:26.820163,22.98,102.66,42,74
2025-05-08T17:10:31.826106,22.43,111.46,53,67
2025-05-08T17:10:38.627454,26.3,109.08,49,84
2025-05-08T17:10:43.634091,23.56,100.95,53,84
2025-05-08T17:10:48.640830,29.91,116.16,57,71
2025-05-08T17:10:53.646808,26.78,103.51,58,80
2025-05-08T17:10:58.653483,28.85,112.55,50,85
2025-05-08T17:11:03.659221,22.55,119.41,51,80
2025-05-08T17:11:10.512102,23.11,102.64,46,74
2025-05-08T17:11:15.519292,23.89,105.78,41,96
2025-05-08T17:11:20.526500,22.95,113.1,46,62
2025-05-08T17:11:25.533306,20.42,117.49,42,93
2025-05-08T17:11:30.539599,21.22,118.06,48,78
2025-05-08T17:11:35.547812,23.29,109.37,40,51
2025-05-08T17:11:42.295595,22.45,104.28,59,62
2025-05-08T17:11:47.303590,29,102.28,57,52
2025-05-08T17:11:52.311376,25.27,101.95,43,97
2025-05-08T17:11:57.319496,25.67,119.57,52,61
2025-05-08T17:12:02.326679,26.35,117.37,53,92
2025-05-08T17:12:07.334555,25.72,101.92,44,62
2025-05-08T17:12:14.128025,26.12,109.93,45,58
2025-05-08T17:12:19.136628,22.54,117.74,47,81
2025-05-08T17:12:24.144614,22.96,103.03,45,54
2025-05-08T17:12:29.152582,22.94,108.82,47,64
2025-05-08T17:12:34.161149,22.02,106.28,44,68
2025-05-08T17:12:39.959524,25.86,105.1,55,62
2025-05-08T17:12:45.969242,24.59,105.55,41,91
2025-05-08T17:12:50.978675,26.68,108.25,45,82
2025-05-08T17:12:55.987578,22.33,116.18,41,56
2025-05-08T17:13:00.995700,20.33,113.23,50,68
2025-05-08T17:13:06.004297,23.08,119.8,55,95
2025-05-08T17:13:11.807448,21.64,116.74,41,64
2025-05-08T17:13:17.811236,21.77,112.81,50,91
2025-05-08T17:13:22.819528,28.82,105.53,58,99
2025-05-08T17:13:27.828645,27.92,100.67,48,83
2025-05-08T17:13:32.837174,25.45,106.06,42,81
2025-05-08T17:13:37.845833,25.8,108.46,58,50
2025-05-08T17:13:44.727109,29.34,115.46,42,66
2025-05-08T17:13:49.744664,28.35,108.52,54,93
2025-05-08T17:13:54.755880,23.13,111.3,57,71
2025-05-08T17:13:59.764497,28.38,103.62,60,62
2025-05-08T17:14:04.773236,29.31,114.12,49,62
2025-05-08T17:14:09.782356,25.09,116.19,49,99
2025-05-08T17:14:16.593613,29.79,114.17,52,93
2025-05-08T17:14:21.602293,28.21,108.44,55,87
2025-05-08T17:14:26.614280,24.4,102.72,40,50
2025-05-08T17:14:31.623229,22.06,113.61,51,86
2025-05-08T17:14:36.632243,29.79,110.04,47,69
2025-05-08T17:14:41.641673,22.62,104.39,52,66
2025-05-08T17:14:48.407520,26.58,117.67,50,75
2025-05-08T17:14:53.417624,23.62,104.1,51,74
2025-05-08T17:14:58.427228,20.85,100.24,42,68
2025-05-08T17:15:03.437364,24.31,107.38,41,82
2025-05-08T17:15:08.447974,21.64,112.67,44,86
2025-05-08T17:15:13.461051,23.04,103.27,41,97
2025-05-08T17:15:20.258783,28.87,106.77,58,93
2025-05-08T17:15:25.269859,26.11,118.04,55,60
2025-05-08T17:15:30.283716,26.83,106.78,41,70
2025-05-08T17:15:35.297494,25.74,119.53,60,99
2025-05-08T17:15:40.313057,25.27,101.91,51,60
2025-05-08T17:15:45.325613,25.36,106.59,59,89
2025-05-08T17:15:52.180725,23.16,107.86,40,50
2025-05-08T17:15:57.190573,26.72,108.15,44,85
2025-05-08T17:16:02.201235,29.97,118.49,60,79
2025-05-08T17:16:07.211272,25.41,112.19,57,89
2025-05-08T17:16:12.222383,23.22,118.4,49,56
2025-05-08T17:16:17.232233,28.99,112.43,45,66
2025-05-08T17:16:24.075748,28.91,112.92,54,76
2025-05-08T17:16:29.085701,24.34,117.87,48,78
2025-05-08T17:16:34.097067,21.11,117.86,57,68
2025-05-08T17:16:39.107638,21.65,101.11,42,52
2025-05-08T17:16:44.118017,29.76,117.45,52,82
2025-05-08T17:16:49.131026,28.08,109.3,42,96
2025-05-08T17:16:55.896767,29.47,107.45,52,66
2025-05-08T17:17:00.907896,29.93,115.76,58,58
2025-05-08T17:17:05.919406,26.19,114.47,57,82
2025-05-08T17:17:10.930617,25.82,116.17,44,73
2025-05-08T17:17:15.942027,29.7,119.13,57,97
2025-05-08T17:17:20.954599,24.43,116.18,60,93
2025-05-08T17:17:27.758866,24.37,112.35,45,83
2025-05-08T17:17:32.769344,24.94,105.32,55,50
2025-05-08T17:17:37.783556,23.82,119.78,57,53
2025-05-08T17:17:42.799801,21.31,119.72,60,81
2025-05-08T17:17:47.812552,25.83,111.72,54,85
2025-05-08T17:17:52.824776,22.37,118.49,40,62
2025-05-08T17:17:59.666681,26.18,118.65,57,53
2025-05-08T17:18:04.683973,20.33,110.87,50,88
2025-05-08T17:18:09.697053,27.62,109.05,43,96
2025-05-08T17:18:14.709221,22.27,112.79,52,92
2025-05-08T17:18:19.721131,24.24,102.21,58,54
2025-05-08T17:18:24.736878,25.84,118.24,43,59
2025-05-08T17:18:31.573882,20.36,107.08,49,56
2025-05-08T17:18:36.586567,27.53,109.95,41,98
2025-05-08T17:18:41.601009,25.31,117.58,53,87
2025-05-08T17:18:46.611839,23.23,109.32,48,74
2025-05-08T17:18:51.624636,20.93,102.1,42,79
2025-05-08T17:18:56.639299,29.52,109.29,41,72
2025-05-08T17:19:03.416221,21.23,115.49,45,75
2025-05-08T17:19:08.429184,23.28,101.55,52,91
2025-05-08T17:19:13.441643,21.62,113.61,55,55
2025-05-08T17:19:18.454669,24.79,104.4,51,65
2025-05-08T17:19:23.467133,27.98,113.45,57,92
2025-05-08T17:19:28.480587,29.25,110.58,47,72
2025-05-08T17:19:35.291513,23.82,117.44,53,79
2025-05-08T17:19:40.305670,23.59,119.11,59,76
2025-05-08T17:19:45.318629,26.58,110.32,55,98
2025-05-08T17:19:50.331080,24.76,112.32,60,78
2025-05-08T17:19:55.343708,27.97,108.37,41,98
2025-05-08T17:20:00.358232,22.72,106.8,45,94
2025-05-08T17:20:07.201133,21.85,114.29,54,56
2025-05-08T17:20:12.213759,23.92,112.45,46,64
2025-05-08T17:20:17.226794,25.33,118.98,51,70
2025-05-08T17:20:22.239730,20.72,101.03,60,78
2025-05-08T17:20:27.253733,20.41,112.6,44,84
2025-05-08T17:20:32.267434,28.35,115.73,50,68
2025-05-08T17:20:39.099132,27.34,102.37,58,72
2025-05-08T17:20:44.113224,24.9,110.26,44,95
2025-05-08T17:20:49.126728,27.29,109.33,42,51
2025-05-08T17:20:54.140046,26.41,104.77,57,80
2025-05-08T17:20:59.155196,24.78,117.31,40,61
2025-05-08T17:21:04.168434,23.19,119.49,43,75
2025-05-08T17:21:10.952328,29.06,113.63,46,50
2025-05-08T17:21:15.965483,27,100.43,49,100
2025-05-08T17:21:20.978344,25.05,113.61,56,93
2025-05-08T17:21:25.991686,20.47,108.08,50,92
2025-05-08T17:21:31.006303,27.46,116.98,56,63
2025-05-08T17:21:36.019589,26.41,110.09,60,88
2025-05-08T17:21:42.825187,21.75,117.11,54,60
2025-05-08T17:21:47.838756,25.11,118.7,40,90
2025-05-08T17:21:52.853410,27.4,118.91,41,54
2025-05-08T17:21:57.866670,20.79,102.36,48,67
2025-05-08T17:22:02.880722,20.29,106.9,50,79
2025-05-08T17:22:07.894153,22.14,109.17,58,87
2025-05-08T17:22:14.733688,24.08,101.16,40,74
2025-05-08T17:22:19.747373,29.59,119,53,78
2025-05-08T17:22:24.761911,29.51,106.21,57,67
2025-05-08T17:22:29.775806,21.34,103.87,49,80
2025-05-08T17:22:34.791246,25.94,108.29,56,56
2025-05-08T17:22:39.805345,26.67,106.98,59,90
2025-05-08T17:22:46.651694,29.04,103.41,48,86
2025-05-08T17:22:51.667847,29.67,110,60,98
2025-05-08T17:22:56.684738,27.42,109.1,56,99
2025-05-08T17:23:01.700293,23.83,114.65,44,87
2025-05-08T17:23:06.715639,28.17,107.35,57,93
2025-05-08T17:23:11.731652,27.58,104.48,58,59
2025-05-08T17:23:18.527568,28.82,100.91,44,96
2025-05-08T17:23:23.543589,27.28,105.52,56,82
2025-05-08T17:23:28.558634,23.5,114.07,53,79
2025-05-08T17:23:33.573573,23.48,117.52,60,98
2025-05-08T17:23:38.588872,29.24,111.41,49,77
2025-05-08T17:23:43.606876,23.21,107.08,60,61
2025-05-08T17:23:50.389620,21.77,116.88,43,59
2025-05-08T17:23:55.404556,26.35,106.59,54,68
2025-05-08T17:24:00.420492,26.37,114.45,60,83
2025-05-08T17:24:05.434238,23.52,117.45,58,69
2025-05-08T17:24:10.449931,22.53,107.69,45,50
2025-05-08T17:24:15.466956,24.57,116.16,56,56
2025-05-08T17:24:22.288602,28.61,102.68,50,78
2025-05-08T17:24:27.304111,29.71,103.92,55,53
2025-05-08T17:24:32.319587,27.71,113.55,45,100
2025-05-08T17:24:37.336284,27.26,110.02,53,89
2025-05-08T17:24:42.354713,29.88,110.42,49,81
2025-05-08T17:24:47.371009,28.51,105.45,60,66
2025-05-08T17:24:54.232517,28.2,117.67,54,67
2025-05-08T17:24:59.255789,21.55,100.16,52,74
2025-05-08T17:25:04.276143,20.56,109.46,55,100
2025-05-08T17:25:09.296318,22.02,111.41,58,77
2025-05-08T17:25:14.312453,22.55,106.87,48,79
2025-05-08T17:25:19.335040,24.3,101.17,56,95
2025-05-08T17:25:26.133239,25.95,102.94,50,84
2025-05-08T17:25:31.149909,24.05,107.32,53,54
2025-05-08T17:25:36.168201,23.83,103.66,48,68
2025-05-08T17:25:41.184469,22.74,103.5,59,81
2025-05-08T17:25:46.201812,24.88,116.82,49,75
2025-05-08T17:25:51.219804,23.26,117.76,56,98
2025-05-08T17:25:57.941941,23.35,111.08,43,63
2025-05-08T17:26:02.958923,20.66,109.84,59,75
2025-05-08T17:26:07.975944,24.14,118.02,55,92
2025-05-08T17:26:12.993938,20.55,106.18,49,89
2025-05-08T17:26:18.012517,28.83,101.78,56,54
2025-05-08T17:26:23.030345,26.5,102.67,59,60
2025-05-08T17:26:29.896355,27.36,116.02,41,72
2025-05-08T17:26:34.916102,25.19,109.07,44,70
2025-05-08T17:26:39.935126,28.2,114.14,42,95
2025-05-08T17:26:44.951704,29.1,110.62,55,97
2025-05-08T17:26:49.970783,20.04,108.24,53,53
2025-05-08T17:26:54.994755,20.15,102.82,40,66
2025-05-08T17:27:01.817065,21.05,113.23,58,64
2025-05-08T17:27:06.836509,25.29,117.63,55,63
2025-05-08T17:27:11.853621,23.23,116.59,49,73
2025-05-08T17:27:16.871338,23.98,102.59,57,64
2025-05-08T17:27:21.889489,21.37,110.42,43,71
2025-05-08T17:27:26.907983,27.16,115.36,49,75
2025-05-08T17:27:33.754367,21.85,111.35,41,64
2025-05-08T17:27:38.774438,20.41,100.68,60,99
2025-05-08T17:27:43.793101,25.98,103.29,45,85
2025-05-08T17:27:48.811351,21.1,116.53,52,72
2025-05-08T17:27:53.833599,22.87,115.56,57,56
2025-05-08T17:27:58.850979,21.59,116.28,57,76
2025-05-08T17:28:05.623918,24.85,118.98,58,84
2025-05-08T17:28:10.641196,24.34,113.4,42,88
2025-05-08T17:28:15.659866,25.95,104.33,45,57
2025-05-08T17:28:20.677575,20.52,104.18,60,51
2025-05-08T17:28:25.695811,27.17,107.87,56,84
2025-05-08T17:28:30.715124,21.4,112.4,56,96
2025-05-08T17:28:37.517025,22.68,107.7,52,94
2025-05-08T17:28:42.536074,26.33,107.16,48,51
2025-05-08T17:28:47.553215,25.56,112.82,45,84
2025-05-08T17:28:52.571920,22.88,105.53,48,54
2025-05-08T17:28:57.599924,29.18,114.44,46,56
2025-05-08T17:29:02.622782,23.3,108.15,60,80
2025-05-08T17:29:09.435420,27.58,101.61,43,83
2025-05-08T17:29:14.453598,27.6,107.59,57,52
2025-05-08T17:29:19.476471,26.92,116.37,54,70
2025-05-08T17:29:24.496041,20.84,117.06,48,65
2025-05-08T17:29:29.516536,21.26,112.32,50,81
2025-05-08T17:29:34.535548,26.43,108.83,53,86
2025-05-08T17:29:41.404980,25.03,116.59,45,66
2025-05-08T17:29:46.424338,27.62,114.73,52,64
2025-05-08T17:29:51.453202,28.17,115.23,47,75
2025-05-08T17:29:56.472571,20.78,108.57,43,80
2025-05-08T17:30:01.503208,21.16,109.9,40,99
2025-05-08T17:30:06.534493,25.49,100.61,52,50
2025-05-08T17:30:13.311973,22.65,106.95,59,83
2025-05-08T17:30:18.331010,29.94,100.06,48,70
2025-05-08T17:30:23.350459,20.24,105.14,48,69
2025-05-08T17:30:28.371009,26.2,108.56,57,80
2025-05-08T17:30:33.391153,22.87,116.08,52,53
2025-05-08T17:30:38.413206,26.61,115.01,44,55
2025-05-08T17:30:45.236596,29.91,106.56,47,92
2025-05-08T17:30:50.260144,28.26,102.01,58,72
2025-05-08T17:30:55.281052,29.79,109.7,53,54
2025-05-08T17:31:00.300164,29.44,106.39,48,92
2025-05-08T17:31:05.319963,26.36,115.05,60,65
2025-05-08T17:31:10.341551,21.76,105.44,48,84
2025-05-08T17:31:17.164713,22.28,109.81,53,56
2025-05-08T17:31:22.185671,20.18,111.93,43,51
2025-05-08T17:31:27.205851,28.8,105.95,55,74
2025-05-08T17:31:32.226725,22.44,111.53,41,95
2025-05-08T17:31:37.247626,27.34,101.39,45,76
2025-05-08T17:31:42.269011,28.38,119.29,44,55
2025-05-08T17:31:49.118911,27.72,111.04,41,50
2025-05-08T17:31:54.139637,23.03,101.45,60,53
2025-05-08T17:31:59.159748,29.34,114.34,60,52
2025-05-08T17:32:04.182750,28.9,116.98,50,69
2025-05-08T17:32:09.214802,25.7,114.51,48,97
2025-05-08T17:32:14.236770,21.56,116.56,48,75
2025-05-08T17:32:20.995246,28.31,101.62,56,88
2025-05-08T17:32:26.017995,24.52,116.1,57,68
2025-05-08T17:32:31.039654,28.71,114.46,45,76
2025-05-08T17:32:36.060695,27.85,118.07,44,66
2025-05-08T17:32:41.080952,29.05,103.81,48,56
2025-05-08T17:32:46.101684,27.41,108.4,53,68
2025-05-08T17:32:52.922702,28.94,100.11,52,72
2025-05-08T17:32:57.949324,26.63,111.4,44,63
2025-05-08T17:33:02.971946,20.92,113.41,46,98
2025-05-08T17:33:07.994237,28.18,110.94,58,62
2025-05-08T17:33:13.021511,23.12,105.81,41,54
2025-05-08T17:33:18.044082,21.5,119.33,48,52
2025-05-08T17:33:24.863106,22.16,116.37,48,50
2025-05-08T17:33:29.884749,20.2,112.5,48,81
2025-05-08T17:33:34.911125,24.72,115.75,49,69
2025-05-08T17:33:39.945525,25.92,100.31,54,94
2025-05-08T17:33:44.971554,22.49,100.08,49,90
2025-05-08T17:33:49.996164,23.74,115.7,59,94
2025-05-08T17:33:56.867707,22.89,104.79,54,73
2025-05-08T17:34:01.889665,23.71,109.58,56,51
2025-05-08T17:34:06.913767,27.62,108.62,56,85
2025-05-08T17:34:11.942941,22.63,111.65,51,63
2025-05-08T17:34:16.968915,20.29,114.04,50,71
2025-05-08T17:34:21.991730,23.5,104.11,44,63
2025-05-08T17:34:28.778781,21.46,103.78,55,71
2025-05-08T17:34:33.800872,27.12,113.64,44,51
2025-05-08T17:34:38.822906,23.8,100.79,41,79
2025-05-08T17:34:43.846822,22.94,116.94,44,79
2025-05-08T17:34:48.870510,23.89,103.47,55,80
2025-05-08T17:34:53.894464,25.65,103.93,43,76
2025-05-08T17:35:00.701127,21.73,118.28,49,58
2025-05-08T17:35:05.726601,25.78,116.11,48,71
2025-05-08T17:35:10.750872,27.58,108.2,48,68
2025-05-08T17:35:15.775080,21.48,114.61,44,62
2025-05-08T17:35:20.801291,23.15,101.44,40,71
2025-05-08T17:35:25.822987,27.37,118.37,43,53
2025-05-08T17:35:32.661182,28.53,102.46,46,81
2025-05-08T17:35:37.686412,20.79,103.33,43,82
2025-05-08T17:35:42.711615,28.62,111.97,42,86
2025-05-08T17:35:47.763501,28.33,113.95,59,52
2025-05-08T17:35:52.788552,29.19,110.01,49,96
2025-05-08T17:35:57.811461,21.51,107.78,47,61
2025-05-08T17:36:04.629528,27.99,119.36,56,86
2025-05-08T17:36:09.653614,21.15,117.86,53,67
2025-05-08T17:36:14.676615,26.27,116.16,53,56
2025-05-08T17:36:19.699764,26.63,119.9,51,86
2025-05-08T17:36:24.729488,22.9,115.21,58,66
2025-05-08T17:36:29.752032,28.51,117.04,57,50
2025-05-08T17:36:36.641594,23.18,103.07,54,82
2025-05-08T17:36:41.664705,29.25,109.81,59,50
2025-05-08T17:36:46.687759,26.45,113.51,57,97
2025-05-08T17:36:51.711073,25.01,100.8,47,53
2025-05-08T17:36:56.736397,27.06,116.04,54,90
2025-05-08T17:37:01.762395,26.28,108.14,46,92
2025-05-08T17:37:08.576796,23.39,109.82,45,100
2025-05-08T17:37:13.603360,23.97,115.1,51,56
2025-05-08T17:37:18.626526,25.42,106.93,42,77
2025-05-08T17:37:23.657453,27.54,102.04,59,61
2025-05-08T17:37:28.685711,22.14,104.05,45,100
2025-05-08T17:37:33.708862,20.9,106.96,49,96
2025-05-08T17:37:40.516084,28.55,119.73,41,71
2025-05-08T17:37:45.541897,29.76,105.46,60,61
2025-05-08T17:37:50.568278,24.91,113.65,59,82
2025-05-08T17:37:55.594736,25.79,118.04,43,93
2025-05-08T17:38:00.621487,21.29,109.85,47,77
2025-05-08T17:38:05.647218,20.4,111.31,43,59
2025-05-08T17:38:12.465251,27.85,109.71,44,89
2025-05-08T17:38:17.490391,29.06,100.81,47,50
2025-05-08T17:38:22.514262,25.39,100.19,45,53
2025-05-08T17:38:27.540647,24.46,105.24,52,54
2025-05-08T17:38:32.565237,21.12,101.38,49,98
2025-05-08T17:38:39.432444,25.73,103.11,57,67
2025-05-08T17:38:44.456485,25.09,105.81,55,96
2025-05-08T17:38:49.483638,22.17,118.42,50,81
2025-05-08T17:38:54.510659,22.69,119.26,57,76
2025-05-08T17:38:59.534781,21.69,114.59,47,52
2025-05-08T17:39:04.561837,24.58,107.8,55,85
2025-05-08T17:39:11.414418,26.49,102.32,58,66
2025-05-08T17:39:16.444244,22.15,107.48,55,88
2025-05-08T17:39:21.471893,28.04,108.71,43,61
2025-05-08T17:39:26.507182,25.44,116.22,48,81
2025-05-08T17:39:31.532384,21.92,110.66,49,80
2025-05-08T17:39:36.562247,21.95,116.26,41,53
2025-05-08T17:39:43.375684,27.24,119.76,53,56
2025-05-08T17:39:48.401533,20.89,116.32,48,73
2025-05-08T17:39:53.428646,29.08,119,52,88
2025-05-08T17:39:58.463863,21.97,112.77,42,100
2025-05-08T17:40:03.488960,28.87,118.72,57,52
2025-05-08T17:40:08.524703,27.78,113.89,46,88
2025-05-08T17:40:15.346082,20.93,117.83,40,67
2025-05-08T17:40:20.374827,23.6,102.79,46,53
2025-05-08T17:40:25.418972,26.47,103.1,43,61
2025-05-08T17:40:30.451235,20.96,119.4,48,87
2025-05-08T17:40:35.480078,23.43,100.77,53,52
2025-05-08T17:40:40.507064,28.71,114.18,45,95
2025-05-08T17:40:47.362092,29.4,118.44,40,64
2025-05-08T17:40:52.388124,20.07,103.61,48,63
2025-05-08T17:40:57.417718,27.55,110.62,43,63
2025-05-08T17:41:02.455034,28.24,119.29,57,53
2025-05-08T17:41:07.492368,22.45,108.63,48,52
2025-05-08T17:41:12.517717,28.5,107.81,49,68
2025-05-08T17:41:19.365494,26.9,114.57,45,71
2025-05-08T17:41:24.393759,28.03,116.29,59,78
2025-05-08T17:41:29.447795,29.89,101.98,43,97
2025-05-08T17:41:34.477437,29.04,101.26,47,86
2025-05-08T17:41:39.507538,20.59,116.16,50,66
2025-05-08T17:41:44.534474,29.57,104.04,58,78
2025-05-08T17:41:51.367078,27.42,113.52,46,83
2025-05-08T17:41:56.405266,25.87,100.7,41,51
2025-05-08T17:42:01.441757,21.94,103.42,51,82
2025-05-08T17:42:06.471407,24.67,111.93,58,80
2025-05-08T17:42:11.502732,29.15,104.04,58,83
2025-05-08T17:42:16.530601,21.1,116.76,42,75
2025-05-08T17:42:23.340990,20.32,105.86,47,90
2025-05-08T17:42:28.367181,24.28,102.6,43,54
2025-05-08T17:42:33.402538,20.27,101.72,50,57
2025-05-08T17:42:38.429194,22.77,117.56,58,82
2025-05-08T17:42:43.457114,20.66,104.87,52,82
2025-05-08T17:42:48.486309,29.51,113.2,54,68
2025-05-08T17:42:55.334081,28.91,104.18,53,57
2025-05-08T17:43:00.376840,21.25,101.88,60,73
2025-05-08T17:43:05.422762,24.01,108.71,54,60
2025-05-08T17:43:10.451311,21.89,116.96,57,72
2025-05-08T17:43:15.492751,25.47,105.45,56,77
2025-05-08T17:43:20.519105,22.82,106.39,41,79
2025-05-08T17:43:27.358132,24.19,108.52,45,61
2025-05-08T17:43:32.387656,22.84,116.45,50,53
2025-05-08T17:43:37.414575,25.7,114.14,44,58
2025-05-08T17:43:42.461048,20.76,101.88,47,93
2025-05-08T17:43:47.516140,24.21,117.78,47,96
2025-05-08T17:43:52.545503,22.6,118.85,40,85
2025-05-08T17:43:58.432688,20.25,115.32,43,63
2025-05-08T17:44:03.460511,25.61,110.3,59,75
2025-05-08T17:44:08.488884,24.71,106.07,53,81
2025-05-08T17:44:15.367262,20.69,109.22,60,82
2025-05-08T17:44:20.395333,21.21,109.27,55,72
2025-05-08T17:44:25.424735,26.16,104.03,54,87
2025-05-08T17:44:31.334122,23.83,116.33,48,72
2025-05-08T17:44:36.363616,27.39,119.39,41,92
2025-05-08T17:44:41.397417,24.76,100.85,50,95
2025-05-08T17:44:46.431179,21.69,105.25,56,78
2025-05-08T17:44:51.463473,23.11,105.34,57,91
2025-05-08T17:44:56.484513,29.41,101.78,56,60
2025-05-08T17:45:03.288701,29.92,119.84,45,99
2025-05-08T17:45:08.301054,22.39,102.55,53,60
2025-05-08T17:45:13.313193,23.33,107.93,55,69
2025-05-08T17:45:18.325058,21.25,101.04,43,56
2025-05-08T17:45:23.338877,25.82,107.67,58,59
2025-05-08T17:45:28.353634,22.71,106.42,41,87
2025-05-08T17:45:35.167426,24.46,107.89,47,51
2025-05-08T17:45:40.180090,29.43,116.63,60,81
2025-05-08T17:45:45.192514,22.4,109.37,60,71
2025-05-08T17:45:50.205022,20.96,119.13,52,92
2025-05-08T17:45:55.218886,28.77,115.92,59,81
2025-05-08T17:46:00.232825,22.4,103.73,48,78
2025-05-08T17:46:07.040391,28.97,116.51,47,54
2025-05-08T17:46:12.054339,22.65,106.15,50,74
2025-05-08T17:46:17.067655,21.38,110.87,53,98
2025-05-08T17:46:22.080459,22.53,107.24,56,80
2025-05-08T17:46:27.094979,20.51,109.32,48,98
2025-05-08T17:46:32.108460,29.09,115.5,54,89
2025-05-08T17:46:38.913420,26.71,105.9,42,82
2025-05-08T17:46:43.929011,22.48,111.2,48,53
2025-05-08T17:46:48.942915,24.36,119.32,57,75
2025-05-08T17:46:53.957168,25.46,103.99,47,54
2025-05-08T17:46:58.969839,25.02,114.03,47,90
2025-05-08T17:47:03.982172,23.34,113.22,55,69
2025-05-08T17:47:10.789688,25.01,102.35,56,88
2025-05-08T17:47:15.803432,21.43,109.03,44,68
2025-05-08T17:47:20.817844,25.05,115.31,47,95
2025-05-08T17:47:25.832340,29.49,100.16,58,50
